distance_km,traffic_level,weather,time_of_day,road_type,fuel_cost,scenic_score,safety_score,travel_time_min
28,high,foggy,afternoon,arterial,36.4,0.29312308436724743,0.30833797775334393,119.46589697468733
4,medium,rainy,night,local,4.8,0.8566080593065504,0.6146125754638637,8.92949311493854
27,high,rainy,afternoon,local,35.1,0.8370917280894276,0.4264662648078397,89.57384261266053
24,low,rainy,afternoon,highway,26.400000000000002,0.3800046943221957,0.7605310929728799,41.04272714320522
7,medium,foggy,afternoon,highway,8.4,0.3938775131358552,0.5183017416426743,24.41229902589602
13,high,foggy,afternoon,arterial,16.900000000000002,0.5684316679633586,0.33307833505125606,53.41930279612541
41,medium,rainy,afternoon,highway,49.199999999999996,0.34176246104473956,0.5816035997588513,108.99852993312712
11,high,foggy,night,arterial,14.3,0.5588114761451783,0.2192983712028187,27.638375102361447
14,low,rainy,morning,highway,15.400000000000002,0.34512699660044077,0.6568165855197128,13.49060901514913
35,medium,rainy,afternoon,arterial,42.0,0.5833286021135063,0.5838515476955513,94.75201026520993
27,high,sunny,night,highway,35.1,0.27162150948014774,0.5814924726112458,53.406624607271176
19,low,foggy,evening,local,20.900000000000002,0.6353319423535346,0.6781815549178399,41.19708772706393
15,medium,rainy,morning,local,18.0,0.8069524206045394,0.5581528018613936,35.1755234886755
46,high,rainy,morning,arterial,59.800000000000004,0.640832542687434,0.3639382226486826,132.13308856146884
31,medium,rainy,evening,arterial,37.199999999999996,0.4263851444211536,0.5607832791162897,69.3343672641843
10,medium,rainy,afternoon,highway,12.0,0.17274237466672232,0.6502108840911521,30.696767086482105
44,medium,foggy,morning,local,52.8,0.7045378635499642,0.4322383997502262,113.32941597659274
15,low,rainy,afternoon,highway,16.5,0.28214245633928486,0.7052982342787534,23.644784495940623
32,medium,foggy,evening,highway,38.4,0.08912424252056048,0.4923234952161558,87.13405635318406
35,medium,sunny,morning,local,42.0,0.8538671152570573,0.6967055407704784,58.363595102716296
38,high,sunny,night,local,49.4,0.8160384696907533,0.6160845898861486,82.04816878522347
47,high,foggy,evening,local,61.1,0.7639141435327442,0.32127598830285187,177.27360271670318
20,medium,rainy,night,highway,24.0,0.32981409310029175,0.6738813449876244,36.490852177841845
24,low,rainy,afternoon,local,26.400000000000002,0.9861083701412815,0.7979013536986438,40.271416609168284
33,high,foggy,evening,arterial,42.9,0.3905460170865957,0.27028748946663267,131.6463900716072
32,low,rainy,afternoon,local,35.2,0.900777520163848,0.8745854999939903,57.29271111674896
35,high,sunny,night,local,45.5,0.8817523993552309,0.5982610477797674,52.46887011954125
8,medium,sunny,evening,arterial,9.6,0.24700325355794644,0.7878610222530585,22.301276810873667
29,medium,sunny,afternoon,arterial,34.8,0.5211315071768734,0.7298189325902609,58.7858396508258
15,medium,sunny,morning,arterial,18.0,0.42937830163641194,0.8008293465788041,28.76614401017148
7,high,foggy,evening,highway,9.1,0.2974164415316798,0.31463939368236515,24.89882133867139
39,high,foggy,evening,highway,50.7,0.44577292150999775,0.30152735815032056,147.95795139701053
2,medium,sunny,evening,local,2.4,0.8820698886595733,0.806395043097016,5.0
25,medium,sunny,afternoon,highway,30.0,0.37483078777281814,0.8470376672260915,45.8091903888521
23,low,sunny,afternoon,highway,25.3,0.26155396632552086,0.9298914286941988,19.93577497748288
38,medium,sunny,morning,highway,45.6,0.1448456740841005,0.8057996708464066,57.68449296353471
2,medium,rainy,morning,highway,2.4,0.14849597421243416,0.6735149189800487,5.0
35,medium,rainy,morning,arterial,42.0,0.4526304540468488,0.5555521670871507,73.91584534191223
37,high,foggy,afternoon,local,48.1,0.672048736448922,0.30350448761565074,150.10572691728095
41,low,sunny,morning,highway,45.1,0.23962352722244887,1.0,38.520119530960834
34,low,foggy,afternoon,arterial,37.400000000000006,0.460938558867591,0.658871973552458,72.20149464827074
29,low,foggy,evening,highway,31.900000000000002,0.21511695373301026,0.7322500219984888,51.69514581478659
38,low,rainy,night,local,41.800000000000004,0.8351100923637417,0.8580022656275547,43.40371667928839
28,low,rainy,night,local,30.800000000000004,0.7829379155576212,0.795077955663491,21.240883985232784
14,low,foggy,morning,local,15.400000000000002,0.8471685806585593,0.5978800634919815,24.704633838687556
2,medium,sunny,night,highway,2.4,0.19855856552552514,0.8278721144672725,5.0
32,low,sunny,morning,highway,35.2,0.142520531775927,1.0,35.761721630872536
47,high,sunny,afternoon,highway,61.1,0.17170684700775593,0.6335225045170787,119.71748817629816
21,low,rainy,afternoon,highway,23.1,0.4356740631347148,0.745732997592413,37.723237681333856
15,low,rainy,afternoon,local,16.5,0.6906660034752748,0.7216304658000864,21.799460587582832
11,low,rainy,evening,arterial,12.100000000000001,0.5897694845663144,0.829371820166402,10.604942061176885
12,medium,sunny,afternoon,arterial,14.399999999999999,0.800072900605759,0.8283097350246916,27.00857886963108
38,medium,rainy,afternoon,arterial,45.6,0.5905840255824577,0.5809098913123929,97.48687429894382
47,high,foggy,night,arterial,61.1,0.5789422418107992,0.2562989432394923,138.01865756152694
49,low,rainy,afternoon,highway,53.900000000000006,0.3396600392412321,0.8231525427943889,88.66690169335791
6,medium,foggy,afternoon,highway,7.199999999999999,0.2601411587953275,0.3938483764779835,24.538161195814354
35,low,foggy,evening,highway,38.5,0.20285808810434233,0.728333728734191,67.80523033903027
41,high,sunny,evening,local,53.300000000000004,0.9506996792818116,0.6627847172905021,92.78764726300516
41,high,sunny,morning,local,53.300000000000004,0.7356200795287233,0.6874133895754173,84.41270460420849
44,medium,sunny,evening,local,52.8,0.8575663360646152,0.799147645781186,81.92862912479508
3,medium,sunny,afternoon,arterial,3.5999999999999996,0.6996013582619778,0.8015051546075477,8.250505243462758
8,low,sunny,evening,local,8.8,0.8799499935053604,1.0,5.0
25,low,foggy,afternoon,arterial,27.500000000000004,0.5627954411720943,0.698822293524146,48.591812461295355
11,medium,foggy,afternoon,arterial,13.2,0.5223228268856751,0.465775206495266,31.149156916008838
19,high,rainy,night,highway,24.7,0.37163093795893287,0.31133380741333266,48.70470472668086
30,low,sunny,night,local,33.0,0.8218971317403756,1.0,31.00711618441145
24,low,rainy,evening,local,26.400000000000002,0.8105294922914836,0.7594951139793035,36.310920606864435
17,medium,rainy,night,arterial,20.4,0.5068755094937261,0.5542133206447418,25.082308342521777
13,medium,rainy,night,highway,15.6,0.4197008384810714,0.5609963459638683,24.057440733635566
26,low,foggy,evening,highway,28.6,0.4300767391942046,0.6404227445752135,44.08040530318055
20,medium,sunny,afternoon,local,24.0,0.785384602609069,0.8222378980491826,45.3913166212714
18,medium,foggy,afternoon,local,21.599999999999998,0.8369214393916197,0.49165560699349087,50.52622525466796
34,high,foggy,afternoon,arterial,44.2,0.5073908973089445,0.26022766516666984,145.51019627208981
40,low,sunny,morning,local,44.0,0.7835555002614227,0.9695438042452951,44.3953252702768
14,high,sunny,afternoon,arterial,18.2,0.4500498708894125,0.6352917078732592,37.384840586210444
36,medium,sunny,afternoon,local,43.199999999999996,0.8636021121646925,0.7878522536781208,70.77434870670352
31,high,foggy,morning,arterial,40.300000000000004,0.47425857461940735,0.30749664752121336,110.06328408806226
9,high,rainy,evening,local,11.700000000000001,0.7978602662908285,0.3530867121127661,30.12982784706904
28,medium,foggy,morning,local,33.6,0.729747670448325,0.5160115373752593,85.66596999108208
25,low,rainy,evening,highway,27.500000000000004,0.26008139177507417,0.8316839240056324,46.435395276226934
27,high,foggy,afternoon,local,35.1,0.9326288748685394,0.3586013703375602,112.26234568674856
24,medium,foggy,evening,local,28.799999999999997,0.9074392100045069,0.4256173571370676,70.22963867824666
39,high,sunny,evening,local,50.7,0.8960645967014633,0.5711294177034081,91.1409936915707
11,medium,foggy,evening,highway,13.2,0.31684323326583086,0.47799471219909967,26.607810840450426
21,medium,sunny,afternoon,arterial,25.2,0.5170907452303836,0.8824827214957055,41.3644719762222
10,high,sunny,afternoon,local,13.0,0.8596918730931942,0.5470827272235115,25.37470008643107
23,medium,rainy,afternoon,arterial,27.599999999999998,0.4828851210940354,0.6226238912277481,54.672248542290745
15,high,sunny,afternoon,highway,19.5,0.4721437662088799,0.5649616527596534,45.718838349638254
7,high,sunny,afternoon,highway,9.1,0.17013904162399024,0.5931949463059522,14.779232880574423
3,high,rainy,morning,arterial,3.9000000000000004,0.5872907969665455,0.45275355095752606,10.078012402381548
7,high,foggy,night,highway,9.1,0.31997376168994973,0.3470020774282518,22.812830717625985
31,low,sunny,morning,arterial,34.1,0.5073759303184536,0.8785075811557796,35.78120816355761
8,high,sunny,evening,local,10.4,0.825737389908193,0.6223503723885928,17.060016959855425
45,medium,sunny,evening,local,54.0,0.9580683484315037,0.815066012049625,79.88501294883349
3,high,rainy,night,highway,3.9000000000000004,0.34634565682854224,0.38112236026904844,7.05372618606748
25,low,rainy,evening,local,27.500000000000004,0.7751285196420671,0.7476095516753468,45.76667466152079
23,high,sunny,evening,highway,29.900000000000002,0.2510077148403514,0.5960038133576896,56.69016961408957
33,low,rainy,night,local,36.300000000000004,1.0,0.8178996121614409,51.21555657479433
49,low,sunny,evening,arterial,53.900000000000006,0.747731063588736,0.9842015078486444,54.46981014657697
22,low,sunny,night,local,24.200000000000003,0.7932642692838665,0.9610174921769138,25.24197214764856
16,medium,sunny,night,local,19.2,0.7468196392198234,0.8653871128821833,21.780374441260484
21,high,rainy,morning,highway,27.3,0.25125703284946355,0.43127989377987297,50.75046384571388
25,medium,sunny,morning,local,30.0,0.8624723787836021,0.8725948187896772,40.46172172196781
12,high,rainy,night,local,15.600000000000001,0.7247365178137972,0.34694801990620633,25.693402054683894
26,medium,rainy,evening,highway,31.2,0.36120450105631857,0.6637715898987245,63.769713718522944
24,low,sunny,evening,highway,26.400000000000002,0.2387419663765688,1.0,30.955616961299217
25,high,rainy,afternoon,local,32.5,0.7495278887587379,0.4133751827537328,89.42279272102253
18,low,sunny,evening,highway,19.8,0.16674720250422068,1.0,26.665591453495537
28,medium,rainy,morning,arterial,33.6,0.346816100005628,0.5764507572621942,65.26045721755403
46,high,foggy,night,local,59.800000000000004,0.8323228059723627,0.29489096268625503,129.62173873076773
30,low,rainy,morning,local,33.0,0.6785499842591464,0.8824218808716957,35.65121794510978
4,high,sunny,morning,local,5.2,0.6283072252684494,0.6036862492230756,6.197770159299916
2,medium,sunny,morning,arterial,2.4,0.28963573852816815,0.8449035133293774,5.0
16,high,foggy,afternoon,arterial,20.8,0.7593666636369203,0.3654502562082402,67.83600996061055
24,medium,sunny,night,highway,28.799999999999997,0.4579454817299073,0.7808753476662691,32.354000857805254
12,high,foggy,morning,local,15.600000000000001,0.7876055477114235,0.22711716974263887,35.55155560456914
41,medium,foggy,evening,highway,49.199999999999996,0.2932966048342192,0.4979857103878656,114.95750163150929
31,low,sunny,morning,highway,34.1,0.2925269994565091,0.9388905021011251,33.34985173059039
6,medium,rainy,evening,arterial,7.199999999999999,0.44635734020072343,0.6318974467031866,5.547246624560863
32,medium,sunny,night,arterial,38.4,0.568598968227743,0.7960139753783261,46.427099840930616
12,low,sunny,morning,local,13.200000000000001,0.8539168347102604,1.0,7.167245027686523
10,low,sunny,morning,arterial,11.0,0.6202406162381824,0.9862356457283601,6.778111219543922
17,low,foggy,night,highway,18.700000000000003,0.26969696618692696,0.5887484507794947,27.334113944401068
11,low,foggy,afternoon,arterial,12.100000000000001,0.444837807661113,0.6694330841660117,21.57515737316071
33,low,foggy,afternoon,highway,36.300000000000004,0.31021648067635876,0.700732622216227,66.35866016823732
2,medium,rainy,evening,local,2.4,0.7191228908948231,0.5981169481985655,8.23723532323593
35,medium,rainy,night,local,42.0,0.6485017554328435,0.6463652287935082,64.90345093823868
14,medium,rainy,night,local,16.8,0.7370902243167757,0.5928330421655857,21.775245101185103
16,medium,rainy,afternoon,arterial,19.2,0.5403184893410902,0.5756285106554474,39.370697258394756
18,high,sunny,morning,local,23.400000000000002,0.9027685374032888,0.49435033182337124,36.76883246561823
33,low,foggy,night,arterial,36.300000000000004,0.42996760772128917,0.7435978068182383,45.91111766092989
37,high,sunny,night,arterial,48.1,0.5311919503781711,0.5366925642165548,66.6075621740356
37,low,rainy,morning,highway,40.7,0.2507770925902165,0.7706302989424987,50.97523969328415
32,high,rainy,afternoon,local,41.6,0.8855940841215885,0.47678724702121134,108.65791144816458
18,low,foggy,afternoon,local,19.8,0.9482053653416265,0.7317429159248908,30.686777133137824
47,medium,rainy,afternoon,local,56.4,0.7716527636467229,0.5545900150191115,120.12227595540806
48,high,rainy,morning,highway,62.400000000000006,0.33588950740325185,0.40210344229981,134.23916234616738
44,medium,foggy,evening,arterial,52.8,0.3966947573733419,0.4552819199925505,129.1674815764075
5,low,rainy,morning,highway,5.5,0.2973079753795865,0.7937558230359604,9.5939103231112
16,medium,rainy,morning,arterial,19.2,0.47054913329735404,0.5788570851281508,32.36557913028372
36,high,rainy,evening,highway,46.800000000000004,0.43112855245646065,0.3173034604899179,113.54736344736318
11,low,sunny,afternoon,highway,12.100000000000001,0.33640847991296297,0.9239378393340478,18.240878231977003
43,medium,rainy,evening,highway,51.6,0.3417293155855646,0.6927239455419641,103.97037788495727
15,high,foggy,afternoon,local,19.5,0.6501716951516221,0.30579533273736775,70.95802581036631
12,medium,sunny,night,local,14.399999999999999,0.6166822509205372,0.80378538573289,16.661474841232767
15,high,sunny,morning,local,19.5,0.9098343320760068,0.5941507087892294,35.90318439431805
7,low,sunny,afternoon,arterial,7.700000000000001,0.5484237916048549,0.9228040895905466,5.0
43,medium,rainy,evening,highway,51.6,0.29795410585950655,0.5872427869018081,91.14515269589242
46,high,rainy,night,highway,59.800000000000004,0.320505958491921,0.4213181104987763,109.6071793244203
22,high,rainy,morning,arterial,28.6,0.6252787990163633,0.44212495208942376,63.97745647938881
25,medium,rainy,evening,highway,30.0,0.27877878385315247,0.5589379167999924,59.56988635446144
45,high,rainy,morning,local,58.5,0.8268492776171292,0.4054152504256714,128.69415314642166
14,low,sunny,night,local,15.400000000000002,0.5161218206827336,0.931434705302508,7.712310357076477
46,high,foggy,evening,arterial,59.800000000000004,0.40013213616174376,0.2923801913542991,170.59971737227414
9,low,foggy,evening,highway,9.9,0.2875682620369019,0.6808748547115806,19.02966992405301
15,medium,sunny,night,highway,18.0,0.3427425724503445,0.7901183070170581,18.08013935326952
8,high,sunny,evening,highway,10.4,0.31987246186087365,0.5131518895634138,23.57776948261451
18,medium,rainy,night,arterial,21.599999999999998,0.48784882412478797,0.7531718733424371,28.644215776295404
30,high,sunny,night,local,39.0,0.8492489974726176,0.6073357676718568,58.438186732620935
14,high,rainy,morning,local,18.2,0.8034966823963441,0.32863738705357254,34.70807915601641
8,low,foggy,night,arterial,8.8,0.5436123185358376,0.6853307926281501,8.25585699121491
32,low,sunny,night,arterial,35.2,0.42389925359818376,1.0,33.08277894189716
22,medium,sunny,evening,highway,26.4,0.29833688408301906,0.8356292508425006,43.347563173065495
36,low,foggy,night,highway,39.6,0.475439250496027,0.625917269098117,52.82071915480143
21,high,sunny,morning,local,27.3,0.8948827456949029,0.6890440978080324,46.193547221398724
8,high,rainy,night,arterial,10.4,0.4369945048372972,0.439833417268896,20.352362051341323
17,low,foggy,morning,local,18.700000000000003,0.8454498423544158,0.7208238413260653,23.156075969243886
14,medium,foggy,evening,highway,16.8,0.23648280925968107,0.49706060173373257,41.911928665838985
37,high,rainy,night,arterial,48.1,0.5186859913023479,0.3696088737855502,87.35795008365022
48,high,sunny,afternoon,highway,62.400000000000006,0.24464040025580816,0.61860228369491,115.7538195198187
5,low,rainy,evening,local,5.5,0.8605003005943983,0.7593527307457726,10.771274520118169
32,high,sunny,afternoon,highway,41.6,0.15935928838628186,0.5887325485009808,81.53441622297242
29,medium,rainy,morning,local,34.8,0.8107106979240012,0.5151574811895565,62.699657614059866
41,low,sunny,night,arterial,45.1,0.37229733655169783,0.9995677769328722,35.85984658915109
2,high,foggy,afternoon,arterial,2.6,0.4691858162012961,0.28135862137829276,11.660812273158566
1,medium,sunny,afternoon,highway,1.2,0.2548328418270407,0.8315956418833328,5.579819077648597
47,medium,rainy,morning,local,56.4,0.8691188240770777,0.5937634848938667,96.91179777486069
31,low,sunny,night,local,34.1,0.6178999552400162,1.0,19.627350974499414
36,high,foggy,night,arterial,46.800000000000004,0.6914555402382923,0.2630251039572577,104.8450505352892
47,low,foggy,night,highway,51.7,0.3607019554997015,0.7401661654917325,68.12761918686455
37,medium,rainy,evening,local,44.4,0.7026948672975172,0.6047056079899606,89.48213154305755
13,medium,rainy,morning,highway,15.6,0.3470909340253271,0.5735488813050524,27.177538113785275
17,high,sunny,evening,highway,22.1,0.4536293216113235,0.520054306624529,46.58906762462301
45,low,foggy,night,highway,49.50000000000001,0.24264077178875093,0.6858848031713429,58.728110007549624
46,medium,foggy,evening,local,55.199999999999996,0.8148135035488214,0.518460647342177,134.1508345972904
31,medium,foggy,afternoon,highway,37.199999999999996,0.2953727114479532,0.5085192301727962,97.79241531428308
22,high,foggy,evening,arterial,28.6,0.5682760859184244,0.31797595996649625,82.58927530896793
48,medium,foggy,evening,arterial,57.599999999999994,0.5384562897653674,0.5247214295399272,136.97891823633003
9,medium,sunny,evening,arterial,10.799999999999999,0.38801184569607183,0.884529064266427,12.86451697207233
34,high,sunny,afternoon,local,44.2,0.7703592761781529,0.5660013752928257,84.24768034162395
49,high,rainy,morning,arterial,63.7,0.38142242522787834,0.3285347637243927,140.43279809943016
11,high,foggy,evening,highway,14.3,0.02802400024042362,0.3298909573271865,40.76397657456521
3,high,rainy,evening,highway,3.9000000000000004,0.3571553878986182,0.31812351889927626,15.464285792335495
49,high,rainy,night,highway,63.7,0.4545299286101925,0.37131749669592756,112.97256354651431
28,high,sunny,evening,highway,36.4,0.37353608768027663,0.6209628924918408,69.93993863420526
21,low,foggy,afternoon,highway,23.1,0.29417126062678683,0.7723411056333569,48.723181732571135
40,high,foggy,evening,arterial,52.0,0.4571774783769882,0.3385410642292374,157.3155432033081
39,low,foggy,night,local,42.900000000000006,0.6682286188299527,0.7398990618157477,48.965615795520414
5,medium,foggy,evening,highway,6.0,0.30025689738329076,0.5700980068852111,10.85300381953377
22,high,sunny,night,arterial,28.6,0.7232840912374165,0.5671182759601291,39.27021272481711
46,high,sunny,afternoon,arterial,59.800000000000004,0.6396519609868241,0.6365311007862804,112.68947829830228
11,medium,foggy,evening,arterial,13.2,0.49521122151028657,0.4506670441557432,31.948351056172744
38,medium,rainy,evening,highway,45.6,0.16379017866417114,0.5675587345602506,85.45764282520346
7,medium,sunny,evening,local,8.4,0.8368593455539522,0.8216781791745698,16.425977922952647
26,low,sunny,morning,local,28.6,0.8090894626039844,1.0,27.674542804221684
26,low,foggy,morning,local,28.6,0.7520726436401495,0.6149897099079784,51.630303473262735
36,low,sunny,afternoon,highway,39.6,0.3137024119326318,0.9795827681539654,35.479013574007006
1,medium,foggy,afternoon,highway,1.2,0.23980771951626403,0.4616357973648627,5.0
17,medium,sunny,night,arterial,20.4,0.4715320590494435,0.7727706811448407,18.815379332442326
15,medium,sunny,morning,local,18.0,0.9033444420082898,0.7873435024725393,28.003678765451674
42,medium,foggy,morning,arterial,50.4,0.5392598150159504,0.5731629327456785,104.03759536707679
47,high,sunny,morning,arterial,61.1,0.4466219966377074,0.5990100129248419,103.22142506786331
27,medium,sunny,evening,highway,32.4,0.16735931230513199,0.7831056612611009,49.03554038319948
19,high,rainy,afternoon,arterial,24.7,0.44167712488889344,0.4237210888525593,66.6638039597021
2,medium,sunny,evening,local,2.4,0.8316264711127946,0.6944167748476333,5.0
40,high,rainy,night,local,52.0,0.6873649290307459,0.45226073892821567,84.51052413529656
37,medium,rainy,morning,arterial,44.4,0.616333045689022,0.6486563503203063,87.28025854038908
44,low,foggy,night,local,48.400000000000006,0.851231327060594,0.6373595982385477,66.3810547711776
32,medium,foggy,morning,local,38.4,0.8022963196704306,0.5311680825380442,81.5988046245993
21,low,rainy,afternoon,highway,23.1,0.2895319041538407,0.7697482932482735,30.096753430440494
25,medium,foggy,evening,local,30.0,0.6936720921629319,0.4190117157080423,61.03202972228266
10,medium,rainy,evening,highway,12.0,0.09559547532991491,0.5488220984049181,20.87523718451322
38,low,sunny,evening,local,41.800000000000004,0.7966608914854473,0.9649536799262848,53.96666413823694
11,medium,sunny,afternoon,arterial,13.2,0.3938329897083316,0.8709373437116243,31.01588499098777
